internal_id,Award ID,Start Date,Award Amount,Recipient Name,Description,Contract Award Type,def_codes,Awarding Agency,Awarding Sub Agency,Funding Agency,Funding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id
94691104,72062320D00010,2020-02-03,10000.0,"CHEMONICS INTERNATIONAL, INC.","RISE IDIQ: DEVELOP STRONGER ECONOMIES IN THE EAST AFRICA REGION THROUGH IMPROVED MARKET SYSTEMS, INCREASED CROSS BORDER TRADE, MORE COMPETITIVE INDUSTRIES&MORE MARKET-ORIENTED POLICIES",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Agency for International Development,Agency for International Development,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72062320D00010_7200
94691103,72062320D00009,2020-02-03,10000.0,"BANYAN GLOBAL, INC.","RISE IDIQ: DEVELOP STRONGER ECONOMIES IN THE EAST AFRICA REGION THROUGH IMPROVED MARKET SYSTEMS, INCREASED CROSS BORDER TRADE, MORE COMPETITIVE INDUSTRIES&MORE MARKET-ORIENTED POLICIES",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Agency for International Development,Agency for International Development,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72062320D00009_7200
94691102,72062320D00008,2020-02-03,10000.0,ABT-DI ACES PARTNERSHIP LLC,"RISE IDIQ: DEVELOP STRONGER ECONOMIES IN THE EAST AFRICA REGION THROUGH IMPROVED MARKET SYSTEMS, INCREASED CROSS BORDER TRADE, MORE COMPETITIVE INDUSTRIES&MORE MARKET-ORIENTED POLICIES",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Agency for International Development,Agency for International Development,Agency for International Development,Agency for International Development,801,agency-for-international-development,CONT_IDV_72062320D00008_7200
94835233,15BRRC20D00000285,2020-02-01,42319.29,"CORECIVIC, INC.","JOFOC FOR RRC SERVICES IN RALEIGH, NC",INDEFINITE DELIVERY / REQUIREMENTS,,Department of Justice,Federal Prison System / Bureau of Prisons,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15BRRC20D00000285_1540
94691099,47PM0720D0002,2020-02-01,6204236.76,"CHENEGA APPLIED SOLUTIONS, LLC",EO14042: COVID-19 SAFETY PROTOCOLS,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM0720D0002_4740
94644987,47PM0820D0004,2020-02-01,19618610.28,"CW RESOURCES, INC.",47PM0820D0004 - BRIDGE CONTRACT FOR ST ELIZABETH JANITORIAL SUPPORT SERVICES.,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM0820D0004_4740
94644986,47PD0320D0004,2020-02-01,14104974.1,ELWYN,47PD0320D0004 - BYRNE GREEN NIX CUSTOM HOUSE CUSTODIAL SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PD0320D0004_4740
94627336,47PM0720D0001,2020-02-01,20040.84,SRL TOTAL SOURCE LLC,JANITORIAL SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PM0720D0001_4740
94627335,47PF0020D0014,2020-02-01,748366.28,"PECKHAM VOCATIONAL INDUSTRIES, INC.","JANITORIAL AND RELATED SERVICES CHARLES CHAMBERLAIN FEDERAL BUILDING 315 W ALLEGAN ST LANSING, MI  NEW 5 YEAR AWARD",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0020D0014_4740
94627333,47PE0520D0004,2020-02-01,741953.08,RISING STAR RESOURCE DEVELOPMENT CORP.,"OTHER SERVICE CUSTODIAL AND RELATED SERVICES CONTRACT FOR THE FEDERAL BUILDING-COURTHOUSE-POST OFFICE (MS0065ZZ) LOCATED AT 305 MAIN STREET IN GREENVILLE, MS 38701  FOR THE PERIOD OF FEBRUARY 1, 2020 THROUGH JANUARY 31, 2025",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PE0520D0004_4740
94446749,47PG0120D0001,2020-02-01,399803.28,"WILSON 5 SERVICE COMPANY, INC.","THIS AWARD EXERCISES OPTION VI AND CHANGES THE CONTRACT NUMBER FROM GS06P13GXD0050 TO 47PG0120D0001, OPERATION AND MECHANICAL MAINTENANCE AT THE FEDERAL BUILDING, U.S. POST OFFICE AND COURTHOUSE, 801 BROADWAY, HANNIBAL, MO. POP:2/1/2020 - 1/31/2021",INDEFINITE DELIVERY / REQUIREMENTS,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PG0120D0001_4740
94446739,19FR6320D0008,2020-02-01,87000.0,FEDERAL EXPRESS CORPORATION,EXPRESS MAIL DELIVERY,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,Department of State,Department of State,315,department-of-state,CONT_IDV_19FR6320D0008_1900
93962619,47PF0020D0009,2020-02-01,3407680.55,"SEVERSON GROUP, LLC, THE","EO14042: 47PF0020D0009 MODIFICATION PS0010, THE SEVERSON GROUP RALPH H. METCALFE FEDERAL BUILDING, 77 WEST JACKSON BLVD CHICAGO, IL 60604. THIS MODIFICATION IS HEREBY ISSUED TO INCLUDE THE COVID-19 SAFETY PROTOCOLS LANGUAGE/CLAUSE INTO THE CONTRACT.",INDEFINITE DELIVERY / REQUIREMENTS,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0020D0009_4740
93703062,15B11820D00000006,2020-02-01,173655.51,PAINTSVILLE UTILITIES COMMISSION,"PROVIDE WASTEWATER TREATMENT UTILITY SERVICE TO USP BIG SANDY, KY, FROM THE EFFECTIVE DATE OF AWARD THROUGH 120 MONTHS.",INDEFINITE DELIVERY / REQUIREMENTS,,Department of Justice,Federal Prison System / Bureau of Prisons,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B11820D00000006_1540
93262087,47PF0020D0008,2020-02-01,768983.08,VGS INC,"EO14042: NEW CLAUSE FOR ENSURING ADEQUATE COVID-19 SAFETY PROTOCOLS FOR FEDERAL CONTRACTORS FOR THE JANITORIAL CONTRACT AT THE LAMBROS FEDERAL BUILDING US COURTHOUSE AND THE JONES FEDERAL BUILDING US COURTHOUSE IN YOUNGSTOWN, OHIO.",INDEFINITE DELIVERY / REQUIREMENTS,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0020D0008_4740
93262030,15B11720A00000041,2020-02-01,140559.23,XEROX CORPORATION,60 MONTH LEASE AGREEMENT FOR (21) COPIERS. LEASE AGREEMENT WILL INCLUDE ALL MAINTENANCE AND SUPPLIES.,BPA,,Department of Justice,Federal Prison System / Bureau of Prisons,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B11720A00000041_1540
93093416,47PF0020D0007,2020-02-01,129814.6,STEELO CLEANING LLC,"AWARD OF CONTRACT NUMBER 47PF0020D0007, SOLICITATION NUMBER 47PF0019R0073, FOR JANITORIAL &RELATED SERVICES AT THE SSA FEDERAL BUILDING, QUINCY, IL.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0020D0007_4740
93002715,15B21320D00000001,2020-02-01,1537600.0,"SEVEN CORNERS, INC","COMPREHENSIVE MEDICAL SERVICES-FCI SCHUYLKILL, PA",INDEFINITE DELIVERY / REQUIREMENTS,,Department of Justice,Federal Prison System / Bureau of Prisons,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B21320D00000001_1540
92979002,47PF0020D0005,2020-02-01,1885825.72,"MULTI AIR SERVICES ENGINEERS, CORP.","OPERATION AND MAINTENANCE CONTRACT FOR 3 LOCATIONS IN THE STATE OF MICHIGAN. G.R. FORD BUILDING AND COURTHOUSE IN GRAND RAPIDS, FEDERAL BUILDING AND COURTHOUSE IN KALAMAZOO, AND THE CHAMBERLAIN FEDERAL BUILDING IN LANSING.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0020D0005_4740
92678240,47PF0020D0003,2020-02-01,495906.35,"CHALLENGE UNLIMITED, INC.","EO14042: ADD CLAUSE 52.223-99 FOR CUSTODIAL SERVICES AT THE URBANA FEDERAL BUILDING AND U.S. COURTHOUSE, URBANA, IL.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,"['N', 'Q']",General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PF0020D0003_4740
93621764,68HERH20D0001,2020-01-31,20000.0,"ENVIRONMENTAL MANAGEMENT SUPPORT, INC","THIS IS A U.S. ENVIRONMENTAL PROTECTION AGENCY (EPA) REQUEST FOR PROPOSAL (RFP) TO OBTAIN CONTRACTOR SERVICES TO PROVIDE ANALYTICAL AND TECHNICAL SUPPORT PRIMARILY FOR OFFICE LAND&EMERGENCY MANAGEMNT'S (OLEM), OFFICE OF BROWNFIELDS&L",INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_IDV_68HERH20D0001_6800
94627314,15B40020D00000008,2020-01-30,10000.0,DLR GROUP INC.,A&E SUPPLEMENTAL SERVICES FOR THE NORTH CENTRAL REGION,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of Justice,Federal Prison System / Bureau of Prisons,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B40020D00000008_1540
94462306,127A8620D0003,2020-01-24,8745.0,COX CONNIE S,JANITORIAL SERVICE LOCATED AT THE ROVER WORK CENTER LOCATED ON THE JESSIEVILLE RANGER DISTRICTS,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_127A8620D0003_12C2
94424102,15B21320D00000003,2020-01-22,196800.0,DRIVING DYNAMICS INC.,CDL,INDEFINITE DELIVERY / DEFINITE QUANTITY,,Department of Justice,Federal Prison System / Bureau of Prisons,Department of Justice,Federal Prison System / Bureau of Prisons,252,department-of-justice,CONT_IDV_15B21320D00000003_1540
94462305,05GA0A20D0001,2020-01-17,1000.0,PAUL HASTINGS LLP,SET UP INDEFINITE DELIVERY INDEFINITE QUANTITY IDIQ  TO INITIAL PROCUREMENT FOR PROFESSIONAL LEGAL SERVICES.  PAUL HASTINGS LLP,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Government Accountability Office,"GAO, Except Comptroller General",Government Accountability Office,"GAO, Except Comptroller General",11,government-accountability-office,CONT_IDV_05GA0A20D0001_0559
94192265,127A8620D0002,2020-01-16,10800.0,HARPER CLEANING SERVICE,JANITORIAL SERVICE LOCATED AT THE ODEN WORK CENTER LOCATED ON MEANA/ODEN RANGER DISTRICTS,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_127A8620D0002_12C2
94060693,140G0120D0002,2020-01-15,25000.0,IMAGE MATTERS LLC,MULTIPLE-AWARD IDIQ CONTRACTS FOR THE FEDERAL GEOGRAPHIC DATA COMMITTEE (FGDC) SUPPORT FOR GEOSPATIAL PLATFORM SHARED SERVICES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],Department of the Interior,U.S. Geological Survey,Department of the Interior,U.S. Geological Survey,209,department-of-the-interior,CONT_IDV_140G0120D0002_1434
140937381,36C10M20N0002,2020-01-13,134952.92,"HAWORTH, INC.",FURNITURE,BPA,,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36C10M20N0002_3600
93976703,47PH0820D0005,2020-01-08,2000.0,"BURGOS GROUP, LLC","THIS IS A MULTIPLE AWARD, INDEFINITE DELIVERY INDEFINITE QUANTITY (IDIQ) CONTRACT FOR GENERAL CONSTRUCTION, REPAIR AND ALTERATION TO PROVIDE FOR VARIOUS REPAIRS, ALTERATIONS, AND RENOVATIONS, WITH DESIGN-BUILD AND INCIDENTAL ABATEMENT SERVICES.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PH0820D0005_4740
93906124,47PK1220D0001,2020-01-06,155679.0,"ALLBAY LANDSCAPING, INC.",LANDSCAPING AND GROUND MAINTENANCE AT THE OAKLAND FEDERAL BUILDING,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],General Services Administration,Public Buildings Service,General Services Administration,Public Buildings Service,614,general-services-administration,CONT_IDV_47PK1220D0001_4740
93220767,80GSFC20D0002,2020-01-06,2577368.2,ROTHE ENTERPRISES INC,WALLOPS METROLOGY AND CALIBRATION LABORATORY SERVICES (WMCLS) CONTRACT,INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_IDV_80GSFC20D0002_8000
92537182,36C24620D0042,2020-01-06,59664.0,"BINDING SITE, INC., THE",REAGENTS RENTAL AND SUPPLIES,INDEFINITE DELIVERY / REQUIREMENTS,,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,Department of Veterans Affairs,561,department-of-veterans-affairs,CONT_IDV_36C24620D0042_3600
132913858,12024B19G5006,2020-01-01,486286.55,COULSON AVIATION USA INC.,CRITICAL FUNCTION CALL WHEN NEEDED - NEXT GENERATION AIRTANKERS,BOA,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B19G5006_12C2
132913856,12024B19G5004,2020-01-01,500952.07,COULSON AVIATION USA INC.,CRITICAL FUNCTION CALL WHEN NEEDED - NEXT GENERATION AIRTANKERS,BOA,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B19G5004_12C2
111266837,12024B19G5001,2020-01-01,13280006.74,"10 TANKER AIR CARRIER, LLC",CRITICAL FUNCTION CALL WHEN NEEDED - NEXT GENERATION AIRTANKERS,BOA,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B19G5001_12C2
96206293,80GRC020D0003,2020-01-01,136379854.05,HX5 LLC,"GEARS IS THE PRIMARY CONTRACT WHEREBY THE CENTER RECEIVES ENGINEERING, RESEARCH, AND SCIENTIFIC SUPPORT.",INDEFINITE DELIVERY / INDEFINITE QUANTITY,['Q'],National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_IDV_80GRC020D0003_8000
94446738,19BL4020D0001,2020-01-01,19700.0,MISCELLANEOUS FOREIGN AWARDEES,SPANISH CLASSES,INDEFINITE DELIVERY / INDEFINITE QUANTITY,,Department of State,Department of State,Department of State,Department of State,315,department-of-state,CONT_IDV_19BL4020D0001_1900
94023749,12024B20G5066,2020-01-01,604534.09,"WITHROTOR AVIATION, INC.",NATIONAL CALL-WHEN-NEEDED HELICOPTER SERVICES FOR WILDLAND FIREFIGHTING,BOA,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G5066_12C2
94023748,12024B20G5065,2020-01-01,1044660.21,"TOP HAND, INC.",NATIONAL CALL-WHEN-NEEDED HELICOPTER SERVICES FOR WILDLAND FIREFIGHTING,BOA,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G5065_12C2
94023746,12024B20G5063,2020-01-01,4976969.86,"TIMBERLINE HELICOPTERS, INC.",NATIONAL CALL-WHEN-NEEDED HELICOPTER SERVICES FOR WILDLAND FIREFIGHTING,BOA,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G5063_12C2
94023745,12024B20G5062,2020-01-01,1798004.31,"SWANSON GROUP AVIATION, LLC",NATIONAL CALL-WHEN-NEEDED HELICOPTER SERVICES FOR WILDLAND FIREFIGHTING,BOA,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G5062_12C2
94023740,12024B20G5057,2020-01-01,4267934.56,SKY AVIATION CORPORATION,NATIONAL CALL-WHEN-NEEDED HELICOPTER SERVICES FOR WILDLAND FIREFIGHTING,BOA,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G5057_12C2
94023739,12024B20G5056,2020-01-01,26023052.71,SILLER HELICOPTERS INC,NATIONAL CALL-WHEN-NEEDED HELICOPTER SERVICES FOR WILDLAND FIREFIGHTING,BOA,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G5056_12C2
94023738,12024B20G5055,2020-01-01,1033175.12,"SALMON RIVER HELICOPTERS, INC.",NATIONAL CALL-WHEN-NEEDED HELICOPTER SERVICES FOR WILDLAND FIREFIGHTING,BOA,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G5055_12C2
94023736,12024B20G5053,2020-01-01,4847137.9,ROTAK LLC,NATIONAL CALL-WHEN-NEEDED HELICOPTER SERVICES FOR WILDLAND FIREFIGHTING,BOA,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G5053_12C2
94023735,12024B20G5052,2020-01-01,1279886.75,"ROGERS HELICOPTERS, INC.",NATIONAL CALL-WHEN-NEEDED HELICOPTER SERVICES FOR WILDLAND FIREFIGHTING,BOA,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G5052_12C2
94023733,12024B20G5050,2020-01-01,2583777.18,RAINIER HELI INTERNATIONAL INC.,NATIONAL CALL-WHEN-NEEDED HELICOPTER SERVICES FOR WILDLAND FIREFIGHTING,BOA,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G5050_12C2
94023731,12024B20G5048,2020-01-01,5303771.24,"P.J. HELICOPTERS, INC.",NATIONAL CALL-WHEN-NEEDED HELICOPTER SERVICES FOR WILDLAND FIREFIGHTING,BOA,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G5048_12C2
94023730,12024B20G5047,2020-01-01,460937.29,PATHFINDER AVIATION LLC,NATIONAL CALL-WHEN-NEEDED HELICOPTER SERVICES FOR WILDLAND FIREFIGHTING,BOA,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G5047_12C2
93993425,12024B20G5046,2020-01-01,3935340.88,NORTHWEST HELICOPTERS LLC,NATIONAL CALL-WHEN-NEEDED HELICOPTER SERVICES FOR WILDLAND FIREFIGHTING,BOA,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G5046_12C2
93993424,12024B20G5045,2020-01-01,904181.07,NORTH WIND AVIATION LLC,NATIONAL CALL-WHEN-NEEDED HELICOPTER SERVICES FOR WILDLAND FIREFIGHTING,BOA,['Q'],Department of Agriculture,Forest Service,Department of Agriculture,Forest Service,95,department-of-agriculture,CONT_IDV_12024B20G5045_12C2
